Ticket ID,Summary,Status,Date Created,Hour Created,Category,Team,ITIL Type,Ticket Type,Assigned Agent,User Name,Client,SLA,Time to Respond (Decimal),Time to Resolve (Decimal),Priority,Date Closed
20065,,With User,5/24/2026 4:47,4,SOC Radar>Brand Protection,2da Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,,Baja,
20174,,New,5/26/2026 13:16,13,General>Otros,3ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Media,
20177,,New,5/27/2026 17:29,17,General>Otros,1ra Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Media,
20193,,With User,5/27/2026 2:06,2,SOC Radar>Brand Protection,2da Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Baja,
20225,,With User,5/27/2026 3:40,3,Cloudflare>ZTNA,3ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Initech,SLA Incidente -24/7 General,,,Media,
20056,,On Hold,5/28/2026 11:13,11,SOC Radar>Brand Protection,2da Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Baja,
20035,,New,5/28/2026 20:19,20,General>Otros,1ra Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,,Media,
20004,,Closed,5/29/2026 10:50,10,ElasticSearch>SIEM,1ra Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,24.193376828,Baja,5/30/2026 11:02
20085,,Closed,5/30/2026 15:29,15,SOC Radar>Brand Protection,1ra Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,39.344116341,Baja,6/1/2026 6:49
20079,,New,5/31/2026 19:25,19,General>Otros,1ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Globex S.A.,SLA Incidente -24/7 General,,,Media,
20068,,On Hold,5/4/2026 0:24,0,ElasticSearch>SIEM,1ra Linea de Soporte,Service Request,Solicitud de Reporte,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,,Alta,
20168,,With User,5/4/2026 21:19,21,ElasticSearch>SIEM,1ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Alta,
20217,,New,5/7/2026 1:54,1,General>Reporte,2da Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Media,
20024,,Closed,5/7/2026 20:29,20,SOC Radar>Brand Protection,1ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,2.698442944,Media,5/7/2026 23:11
20014,,On Hold,5/7/2026 21:45,21,ElasticSearch>SIEM,2da Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Media,
20152,,On Hold,5/8/2026 13:39,13,ElasticSearch>SIEM,2da Linea de Soporte,Service Request,Solicitud de Reporte,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Media,
20048,,New,5/9/2026 14:25,14,General>Otros,2da Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,,Media,
20059,,Closed,6/1/2026 10:33,10,ThreatDown,2da Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,132.072637752,Media,6/6/2026 22:38
20195,,In Progress,6/1/2026 12:19,12,Cloudflare>ZTNA,3ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Initech,SLA Incidente -24/7 General,,,Alta,
20169,,New,6/10/2026 0:39,0,SOC Radar>Brand Protection,3ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Baja,
20066,,Closed,6/10/2026 18:14,18,ElasticSearch>SIEM,1ra Linea de Soporte,Service Request,Solicitud de Reporte,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,169.597807577,Baja,6/17/2026 19:50
20021,,New,6/12/2026 6:14,6,General>Reporte,1ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Media,
20039,,On Hold,6/15/2026 0:50,0,ThreatDown,1ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Media,
20164,,In Progress,6/17/2026 2:46,2,Cloudflare>WAF,3ra Linea de Soporte,Service Request,Solicitud de Reporte,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Baja,
20045,,New,6/18/2026 1:43,1,Cloudflare>ZTNA,1ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,,Alta,
20205,,New,6/18/2026 16:36,16,ElasticSearch>SIEM,2da Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Initech,SLA Incidente -24/7 General,,,Alta,
20053,,Closed,6/18/2026 5:57,5,CTI,3ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,1.800783729,Alta,6/18/2026 7:45
20203,,In Progress,6/19/2026 12:41,12,CTI,1ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Initech,SLA Incidente -24/7 General,,,Baja,
20036,,With User,6/2/2026 15:23,15,SOC Radar>Brand Protection,1ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Media,
20237,,Closed,6/2/2026 23:27,23,General>Reporte,2da Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,32.439438890,Media,6/4/2026 7:53
20211,,Closed,6/2/2026 3:33,3,General>Otros,1ra Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,21.592847305,Media,6/3/2026 1:08
20038,,With User,6/20/2026 17:07,17,SOC Radar>Brand Protection,3ra Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,,Baja,
20026,,Closed,6/20/2026 8:58,8,CTI,2da Linea de Soporte,Service Request,Solicitud de Reporte,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,0.312543916,Alta,6/20/2026 9:17
20213,,On Hold,6/21/2026 18:22,18,Cloudflare>WAF,1ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Media,
20058,,In Progress,6/21/2026 3:19,3,ElasticSearch>SIEM,2da Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,,Baja,
20126,,Closed,6/23/2026 16:10,16,General>Reporte,3ra Linea de Soporte,Service Request,Solicitud de Reporte,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,14.984674485,Alta,6/24/2026 7:09
20197,,New,6/24/2026 23:09,23,General>Reporte,3ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Initech,SLA Incidente -24/7 General,,,Media,
20122,,New,6/25/2026 15:21,15,ThreatDown,2da Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Media,
20156,,New,6/26/2026 21:38,21,General>Otros,3ra Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Baja,
20214,,With User,6/27/2026 21:22,21,SOC Radar>Brand Protection,1ra Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Baja,
20138,,On Hold,6/27/2026 22:09,22,General>Reporte,1ra Linea de Soporte,Service Request,Solicitud de Reporte,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Alta,
20233,,In Progress,6/29/2026 3:29,3,ElasticSearch>SIEM,3ra Linea de Soporte,Service Request,Solicitud de Reporte,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Baja,
20160,,Closed,6/29/2026 4:00,4,SOC Radar>Brand Protection,1ra Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,27.445030820,Media,6/30/2026 7:27
20140,,With User,6/3/2026 21:13,21,ElasticSearch>SIEM,3ra Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Media,
20074,,New,6/30/2026 1:16,1,General>Otros,2da Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,,Baja,
20234,,New,6/30/2026 18:56,18,ThreatDown,1ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Initech,SLA Incidente -24/7 General,,,Alta,
20183,,New,6/30/2026 19:54,19,General>Otros,1ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Alta,
20102,,New,6/6/2026 12:15,12,ThreatDown,3ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Globex S.A.,SLA Incidente -24/7 General,,,Media,
20204,,In Progress,6/6/2026 18:07,18,Cloudflare>ZTNA,2da Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Alta,
20142,,On Hold,6/6/2026 4:25,4,Darktrace>Network,3ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Media,
20051,,On Hold,6/7/2026 17:57,17,ElasticSearch>SIEM,3ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Media,
20054,,Closed,6/8/2026 10:57,10,Cloudflare>WAF,3ra Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,1.837024191,Media,6/8/2026 12:47
20165,,New,6/8/2026 15:43,15,General>Reporte,1ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Media,
20064,,In Progress,6/8/2026 6:06,6,Cloudflare>ZTNA,1ra Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,,Baja,
